symptom_id,canonical,surface_form
SX_7216f45ff1,type 2 diabetes,blood glucose imbalance
SX_7216f45ff1,type 2 diabetes,sugar metabolism disorder
SX_a2e2306f1a,cyanosis,cyanosis
SX_c16e518dd8,type 1 diabetes,type 1 diabetes diagnosis given
SX_c16e518dd8,type 1 diabetes,insulin dependent diabetes condition exists
SX_c16e518dd8,type 1 diabetes,diabetes type one diagnosed always
SX_abcb181d97,gestational diabetes,sugar levels spike in womb
SX_abcb181d97,gestational diabetes,blood glucose increases sharply here
SX_abcb181d97,gestational diabetes,pregnancy related insulin resistance found
SX_abcb181d97,gestational diabetes,blood glucose levels rise rapidly
SX_abcb181d97,gestational diabetes,blood sugar levels rise slowly
SX_abcb181d97,gestational diabetes,blood sugar increases gradually
SX_6f9581e4d5,heart murmur,unusual heartbeat sound detected
SX_6f9581e4d5,heart murmur,abnormal cardiac sound present
SX_6f9581e4d5,heart murmur,heart makes unusual humming sound
SX_6f9581e4d5,heart murmur,gentle murmuring heard internally
SX_6f9581e4d5,heart murmur,soft rustling sound inside heart
SX_6f9581e4d5,heart murmur,unusual heartbeat pattern noticed
SX_0c65c3a6d1,poor vision,vision not very sharp now
SX_0c65c3a6d1,poor vision,can't see things clearly
SX_0c65c3a6d1,poor vision,eyes don't focus well here
SX_0c65c3a6d1,poor vision,can't see far away
SX_0c65c3a6d1,poor vision,vision is quite poor here
SX_0c65c3a6d1,poor vision,eyes don't pick up
SX_b639b64bf4,delayed growth,slow development of physical size
SX_b639b64bf4,delayed growth,growth not occurring on schedule
SX_b639b64bf4,delayed growth,physical growth is slow pace
SX_b639b64bf4,delayed growth,not growing as expected rate
SX_b639b64bf4,delayed growth,size increase is slowed down
SX_b639b64bf4,delayed growth,physique does not grow fast
SX_50c116fc64,double vagina,here is a double vagina
SX_50c116fc64,double vagina,two vaginal openings exist together
SX_50c116fc64,double vagina,double vaginal opening present here
SX_50c116fc64,double vagina,two vaginas in one body
SX_50c116fc64,double vagina,one body two vaginal entrances
SX_50c116fc64,double vagina,vaginal canal has duplicate form
SX_b99fea9c21,shoulder dislocation,shoulder joint out of place
SX_b99fea9c21,shoulder dislocation,upper arm bone slips out
SX_b99fea9c21,shoulder dislocation,shoulder socket loses its grip
SX_b99fea9c21,shoulder dislocation,shoulder joint misaligned now
SX_b99fea9c21,shoulder dislocation,shoulder joint dislodged slightly
SX_b99fea9c21,shoulder dislocation,shoulder joint not secure
SX_f852cf0f57,delayed speech development,slow speech skills emerging late
SX_f852cf0f57,delayed speech development,language development takes time longer
SX_f852cf0f57,delayed speech development,speech not developing on schedule
SX_f852cf0f57,delayed speech development,talking skills delayed in children
SX_f852cf0f57,delayed speech development,verbal communication slow to start
SX_f852cf0f57,delayed speech development,speaking abilities behind others
SX_246505c181,behavioral problems,unusual behavior patterns emerge
SX_246505c181,behavioral problems,inconsistent responses to stimuli occur
SX_246505c181,behavioral problems,problematic behaviors persistently appear
SX_246505c181,behavioral problems,abnormal reactions to situations happen
SX_246505c181,behavioral problems,unpredictable behavior is exhibited
SX_246505c181,behavioral problems,erratic decision making occurs
SX_7b6f6cf5b2,delayed speech,slow to start speaking
SX_7b6f6cf5b2,delayed speech,speaking comes later than usual
SX_7b6f6cf5b2,delayed speech,verbalizing takes extra moments
SX_7b6f6cf5b2,delayed speech,words come slowly forth
SX_7b6f6cf5b2,delayed speech,speaking is not prompt
SX_7b6f6cf5b2,delayed speech,verbal communication is slow
SX_1c5d337de8,small feet,small foot size is noticeable
SX_1c5d337de8,small feet,feet are not large enough
SX_1c5d337de8,small feet,foot length is reduced here
SX_1c5d337de8,small feet,tiny feet are present now
SX_1c5d337de8,small feet,smaller than expected feet found
SX_1c5d337de8,small feet,not big like others feet
SX_8d040c7c48,short neck,short necked individual
SX_8d040c7c48,short neck,smaller than average neck length
SX_8d040c7c48,short neck,neck not very long
SX_8d040c7c48,short neck,not a long neck
SX_8d040c7c48,short neck,relatively short in neck
SX_8d040c7c48,short neck,less tall in neck area
SX_824abe93bb,drug allergy,sensitivity to specific drugs exists
SX_824abe93bb,drug allergy,problem with certain medicines found
SX_824abe93bb,drug allergy,response to some meds unusual
SX_824abe93bb,drug allergy,problem with drug interaction known
SX_824abe93bb,drug allergy,medication sensitivity identified here
SX_824abe93bb,drug allergy,unusual reaction to meds seen
SX_a45540b5c6,watery eyes,excess moisture in the eyes
SX_a45540b5c6,watery eyes,eyes filled with liquid
SX_a45540b5c6,watery eyes,liquid coating on eyelids
SX_a45540b5c6,watery eyes,moisture dripping from lashes
SX_a45540b5c6,watery eyes,watering of the eyes
SX_a45540b5c6,watery eyes,fluid in eye corners
SX_c3273b6a2d,grooved tongue,tongue has a groove shape
SX_c3273b6a2d,grooved tongue,tongue surface is grooved area
SX_c3273b6a2d,grooved tongue,tongue has a channel shape
SX_c3273b6a2d,grooved tongue,tongue has a furrowed part
SX_c3273b6a2d,grooved tongue,tongue has a trough shape
SX_c3273b6a2d,grooved tongue,tongue has a depression zone
SX_98de1f147e,tooth decay,tooth enamel damage occurs slowly
SX_98de1f147e,tooth decay,soft spots on tooth surface
SX_98de1f147e,tooth decay,mineral loss in tooth structure
SX_98de1f147e,tooth decay,tiny holes in tooth enamel
SX_98de1f147e,tooth decay,enamel breakdown begins silently
SX_98de1f147e,tooth decay,tooth decay starts quietly
SX_816a876b94,tremor,shaking of hands and arms
SX_816a876b94,tremor,unsteady movement of fingers
SX_816a876b94,tremor,fast finger twitching
SX_816a876b94,tremor,frequent finger quivering
SX_816a876b94,tremor,slowly shaking hands
SX_816a876b94,tremor,vibrating hand motions
SX_24d1ed0241,apathy,apathy
SX_0947671b35,flaking skin,dry scaly patches on skin
SX_0947671b35,flaking skin,skin shedding in small pieces
SX_0947671b35,flaking skin,flakes falling off skin easily
SX_0947671b35,flaking skin,dead skin cells flaking off
SX_0947671b35,flaking skin,skin losing its natural layer
SX_0947671b35,flaking skin,loose skin particles falling free
SX_80f4fdd781,falls,falls to the ground
SX_80f4fdd781,falls,loses balance and drops down
SX_80f4fdd781,falls,drops suddenly from height
SX_80f4fdd781,falls,drops off the edge
SX_80f4fdd781,falls,falls flat on face
SX_80f4fdd781,falls,drops from standing position
SX_7d7e3abe8f,dwarfism,physiological abnormality of size
SX_7d7e3abe8f,dwarfism,underdeveloped adult stature
SX_7d7e3abe8f,dwarfism,people who are unusually small
SX_2fa43daf1b,dysarthria,dysarthria
SX_2fcb29c891,ectropion,ectropion
SX_215a00bf4e,blepharospasm,blepharospasm
SX_4e533368c9,tearing,my shirt has a big tear
SX_4e533368c9,tearing,my side is tearing slowly
SX_b2c19a50c3,dry eyes,eyes feel gritty and rough
SX_b2c19a50c3,dry eyes,eyes are very arid
SX_b2c19a50c3,dry eyes,eyes have no lubricant
SX_b2c19a50c3,dry eyes,eyes are extremely parched
SX_b2c19a50c3,dry eyes,eyes lack natural wetness
SX_b2c19a50c3,dry eyes,dryness is evident always
SX_81efc4c0f3,flexible joints,joints that can move freely now
SX_81efc4c0f3,flexible joints,ability to bend and stretch easily
SX_81efc4c0f3,flexible joints,soft tissues allow for flexibility
SX_81efc4c0f3,flexible joints,free flowing joints with ease
SX_81efc4c0f3,flexible joints,flexible connective tissue present here
SX_81efc4c0f3,flexible joints,soft joint capsules allow motion
SX_c64ea8b798,short stature,here is below average height
SX_c64ea8b798,short stature,less than average body size
SX_c64ea8b798,short stature,not very tall person
SX_c64ea8b798,short stature,under five feet person
SX_c64ea8b798,short stature,below average adult height
SX_c64ea8b798,short stature,short compared to others
SX_a49b17a620,dyslexia,difficulty with reading comprehension
SX_a49b17a620,dyslexia,struggle to read written text
SX_a49b17a620,dyslexia,difficulty with reading and writing
SX_a49b17a620,dyslexia,struggle to read and understand text
SX_a49b17a620,dyslexia,written words hard to understand
SX_a49b17a620,dyslexia,reading comprehension struggles daily
SX_7e59604650,ankle swelling,ankle area feels larger now
SX_7e59604650,ankle swelling,ankle is puffy and tender
SX_7e59604650,ankle swelling,swelling on my ankle side
SX_7e59604650,ankle swelling,my ankle has extra fluid
SX_7e59604650,ankle swelling,fluid builds up in ankle
SX_7e59604650,ankle swelling,ankle becomes more inflated
SX_f6a98d3ff6,infectious encephalitis,viral inflammation of the brain lining
SX_f6a98d3ff6,infectious encephalitis,brain inflammation due to infectious agent
SX_f6a98d3ff6,infectious encephalitis,infection causing brain tissue damage
SX_f6a98d3ff6,infectious encephalitis,infectious disease affecting brain function
SX_f6a98d3ff6,infectious encephalitis,inflammation in brain caused by virus
SX_f6a98d3ff6,infectious encephalitis,infection leading to brain swelling
SX_86ff7a4473,stiff neck,here is a stiff neck
SX_86ff7a4473,stiff neck,my neck feels rigid now
SX_86ff7a4473,stiff neck,neck muscles are tight here
SX_86ff7a4473,stiff neck,stiffness in my neck area
SX_86ff7a4473,stiff neck,neck feels stuck somehow today
SX_86ff7a4473,stiff neck,neck is not flexible now
SX_adc46d53c6,difficulty sleeping,sleep does not come easy
SX_adc46d53c6,difficulty sleeping,can't get comfortable enough
SX_adc46d53c6,difficulty sleeping,not sleeping well lately
SX_adc46d53c6,difficulty sleeping,having trouble relaxing now
SX_adc46d53c6,difficulty sleeping,hard to settle in bed
SX_adc46d53c6,difficulty sleeping,getting sleepy is hard work
SX_bb671a71d1,nonspecific,unspecified in nature now
SX_de1055cb6d,dysmenorrhea,menstrual cycle is painful
SX_de1055cb6d,dysmenorrhea,menstrual discomfort persists
SX_de1055cb6d,dysmenorrhea,painful menstruation occurs daily
SX_de1055cb6d,dysmenorrhea,menstrual pain is severe
SX_de1055cb6d,dysmenorrhea,uncomfortable menstrual experience
SX_de1055cb6d,dysmenorrhea,periods bring severe discomfort
SX_4b9be3f56b,fragile skin,delicate and prone to tearing
SX_4b9be3f56b,fragile skin,easily bruised and scratched areas
SX_4b9be3f56b,fragile skin,soft and fragile epidermis
SX_4b9be3f56b,fragile skin,highly susceptible to injury
SX_4b9be3f56b,fragile skin,quickly torn or broken skin
SX_4b9be3f56b,fragile skin,tissue that tears easily now
SX_3ffdcf819e,low back pain,ache in lower back area
SX_3ffdcf819e,low back pain,pain in lumbar spine region
SX_3ffdcf819e,low back pain,soreness in lower back bones
SX_3ffdcf819e,low back pain,tension in lower back tissues
SX_3ffdcf819e,low back pain,strain on lower back ligaments
SX_3ffdcf819e,low back pain,pressure on lower back nerves
SX_b07e4d7d67,entropion,entropion
SX_a26df9aa06,esophagitis,inflammation of esophageal lining
SX_a26df9aa06,esophagitis,esophagus becomes inflamed and irritated
SX_a26df9aa06,esophagitis,swollen esophageal tissue develops
SX_a26df9aa06,esophagitis,esophageal mucosa becomes red and tender
SX_a26df9aa06,esophagitis,esophagus shows signs of inflammation
SX_a26df9aa06,esophagitis,tissue damage occurs in esophagus
SX_52378623b0,pimple,small inflamed skin bump on face
SX_52378623b0,pimple,red spot on forehead area
SX_52378623b0,pimple,tiny painful facial blemish
SX_52378623b0,pimple,small painful acne lesion
SX_52378623b0,pimple,tiny inflamed skin patch
SX_52378623b0,pimple,tiny skin blemish on face
SX_2b2e76e1a5,sarcoma,sarcoma
SX_516e2fea65,easy bleeding,bleeding occurs quickly and easily
SX_516e2fea65,easy bleeding,blood flows freely without resistance
SX_516e2fea65,easy bleeding,bleeding happens with minimal force
SX_516e2fea65,easy bleeding,bleeding is rapid and effortless
SX_516e2fea65,easy bleeding,bleeding requires little pressure
SX_516e2fea65,easy bleeding,bleeding occurs without much effort
SX_c6d4897dcc,blackhead,blackhead
SX_bc1b437fe8,alopecia,baldness syndrome
SX_bc1b437fe8,alopecia,complete baldness
SX_bc1b437fe8,alopecia,no hair growth
SX_bc1b437fe8,alopecia,absent hair follicles
SX_bc1b437fe8,alopecia,hairless skin patches
SX_bc1b437fe8,alopecia,scalp hairlessness
SX_9dfd6169a8,milia,milia
SX_573345003a,abnormal blood clot,here is a blood clot
SX_573345003a,abnormal blood clot,clot forms in blood vessels
SX_573345003a,abnormal blood clot,unusual formation of blood cells
SX_573345003a,abnormal blood clot,coagulation disorder identified
SX_573345003a,abnormal blood clot,blood vessel obstruction detected
SX_573345003a,abnormal blood clot,abnormal coagulation product present
SX_bfb81cf654,painful swallowing,swallowing hurts my throat area
SX_bfb81cf654,painful swallowing,discomfort with each mouthful taken
SX_bfb81cf654,painful swallowing,swallowing feels like scraping tongue
SX_bfb81cf654,painful swallowing,pain in throat while eating
SX_bfb81cf654,painful swallowing,swallowing causes sharp stinging pain
SX_bfb81cf654,painful swallowing,tongue and throat hurt together
SX_ceea41ca5e,photophobia,fear of strong illumination
SX_ceea41ca5e,photophobia,fear of intense brightness
SX_ceea41ca5e,photophobia,disliking intense sunlight exposure
SX_ceea41ca5e,photophobia,fear of direct sunlight
SX_61517c7671,frequent nosebleeds,nosebleeds happen often
SX_61517c7671,frequent nosebleeds,blood drips from nose frequently
SX_61517c7671,frequent nosebleeds,nose bleeds repeatedly daily
SX_61517c7671,frequent nosebleeds,noses bleed multiple times week
SX_61517c7671,frequent nosebleeds,nosebleeds occur regularly always
SX_61517c7671,frequent nosebleeds,nosebleeds are common occurrence
SX_5fd0a6f053,eye floaters,shadowy shapes float by eyes
SX_5fd0a6f053,eye floaters,floaters are small and dark
SX_5fd0a6f053,eye floaters,clouds of debris in my eyes
SX_5fd0a6f053,eye floaters,black flecks floating by me
SX_d5f0010242,loss of peripheral vision,vision limited to central area
SX_d5f0010242,loss of peripheral vision,peripheral vision not detected
SX_d5f0010242,loss of peripheral vision,outer vision impaired slightly
SX_d5f0010242,loss of peripheral vision,side vision not present
SX_d5f0010242,loss of peripheral vision,peripheral view restricted some
SX_d5f0010242,loss of peripheral vision,outside vision not clear
SX_16b7694b0e,easily upset,here is easily bothered
SX_16b7694b0e,easily upset,gets upset frequently now
SX_16b7694b0e,easily upset,easily becomes agitated here
SX_16b7694b0e,easily upset,quickly becomes annoyed today
SX_16b7694b0e,easily upset,becomes upset all the time
SX_16b7694b0e,easily upset,prone to frustration
SX_4fd06d25b9,eye pain,eye hurts a lot today
SX_4fd06d25b9,eye pain,sensitivity in my eye area
SX_4fd06d25b9,eye pain,aching sensation behind my eyes
SX_4fd06d25b9,eye pain,discomfort in my visual field
SX_4fd06d25b9,eye pain,tender spot on my eyelid
SX_4fd06d25b9,eye pain,tingling sensation in my pupils
SX_83dbceb6d7,nasal congestion,my nose is all blocked up
SX_83dbceb6d7,nasal congestion,nose feels clogged and tight
SX_83dbceb6d7,nasal congestion,nose is very congested now
SX_83dbceb6d7,nasal congestion,stuff in my nasal passages
SX_83dbceb6d7,nasal congestion,nose won't breathe freely here
SX_83dbceb6d7,nasal congestion,congestion in my nostrils too
SX_5251df845d,squint,squint
SX_ad48e46c73,abdominal swelling,abdomen becomes larger
SX_ad48e46c73,abdominal swelling,belly grows bigger
SX_ad48e46c73,abdominal swelling,stomach area expands slowly
SX_ad48e46c73,abdominal swelling,abdominal cavity fills up
SX_ad48e46c73,abdominal swelling,fluid collects inside abdomen
SX_ad48e46c73,abdominal swelling,gas builds up within belly
SX_301fe7f86c,foot drop,foot drops downward without warning
SX_301fe7f86c,foot drop,foot falls off ground suddenly
SX_301fe7f86c,foot drop,foot loses contact with floor
SX_301fe7f86c,foot drop,foot slips off edge slowly
SX_301fe7f86c,foot drop,foot slips out from under
SX_301fe7f86c,foot drop,foot falls away quickly now
SX_6ebdc4d92b,steppage gait,foot rolls outward with each step
SX_6ebdc4d92b,steppage gait,ankle and foot move together
SX_6ebdc4d92b,steppage gait,each step has a slight lift
SX_6ebdc4d92b,steppage gait,foot position changes with steps
SX_6ebdc4d92b,steppage gait,gait is not smooth anymore
SX_6ebdc4d92b,steppage gait,walking style gets worse slow
SX_9666feb800,repetitive movements,repetitive hand movements occur frequently
SX_9666feb800,repetitive movements,hand actions are repeated often
SX_9666feb800,repetitive movements,same motions are performed repeatedly
SX_9666feb800,repetitive movements,hands move in a pattern
SX_9666feb800,repetitive movements,motions are repeated daily
SX_9666feb800,repetitive movements,actions are repeated multiple times
SX_a1d2c7f505,farsightedness,trouble with near vision
SX_a1d2c7f505,farsightedness,difficulty with near vision
SX_a1d2c7f505,farsightedness,far away things look sharp
SX_8d2fb28cb2,foot pain,foot hurts in certain areas
SX_8d2fb28cb2,foot pain,aching sensation in foot area
SX_8d2fb28cb2,foot pain,painful feeling in feet daily
SX_8d2fb28cb2,foot pain,feeling of discomfort in feet
SX_8d2fb28cb2,foot pain,sensation of pain in toes
SX_8d2fb28cb2,foot pain,painful sensations in foot sole
SX_4ab6212520,gastritis,inflammation of stomach lining tissue
SX_4ab6212520,gastritis,stomach lining becomes inflamed and irritated
SX_4ab6212520,gastritis,stomach mucosa becomes swollen and red
SX_4ab6212520,gastritis,stomach lining shows signs of inflammation
SX_4ab6212520,gastritis,stomach tissues become inflamed and sore
SX_4ab6212520,gastritis,stomach lining undergoes inflammatory changes
SX_0a3ea8cfc6,proteinuria,proteinuria is a condition
SX_0a3ea8cfc6,proteinuria,protein levels are too high
SX_0a3ea8cfc6,proteinuria,excess protein in bodily waste
SX_0a3ea8cfc6,proteinuria,excess protein in liquid waste
SX_0a3ea8cfc6,proteinuria,protein is present in sample
SX_0a3ea8cfc6,proteinuria,excessive protein in body fluids
SX_308ec5a008,dyspepsia,dyspepsia
SX_e06d251342,galactorrhea,galactorrhea
SX_64ea1ff520,joint stiffness,joint movement becomes difficult slowly
SX_64ea1ff520,joint stiffness,stiffness develops over time gradually
SX_64ea1ff520,joint stiffness,joints feel rigid suddenly quickly
SX_64ea1ff520,joint stiffness,stiffness increases with restlessness
SX_64ea1ff520,joint stiffness,joints lock up temporarily briefly
SX_64ea1ff520,joint stiffness,hard to bend or straighten
SX_fc354af8f7,gastroparesis,gastrointestinal tract functions poorly
SX_fc354af8f7,gastroparesis,gastric motility decreases sharply
SX_fc354af8f7,gastroparesis,gastrointestinal tract slows digestion
SX_fc354af8f7,gastroparesis,slow gastric emptying occurs here
SX_fc354af8f7,gastroparesis,gastrointestinal motility is slowed
SX_eca0548dee,excessive belching,frequent loud release of air
SX_eca0548dee,excessive belching,steady stream of belched noise
SX_fe761608db,vomiting blood,blood appears in vomit
SX_fe761608db,vomiting blood,vomiting contains red liquid
SX_fe761608db,vomiting blood,blood mixes with stomach contents
SX_fe761608db,vomiting blood,gastrointestinal fluids are bloody
SX_fe761608db,vomiting blood,vomit includes blood particles
SX_fe761608db,vomiting blood,blood present in regurgitated matter
SX_60d506aa56,arteritis,inflammation of blood vessels
SX_60d506aa56,arteritis,arterial inflammation occurs
SX_60d506aa56,arteritis,inflammation of artery walls
SX_60d506aa56,arteritis,artery wall inflammation present
SX_b3a4295191,gingivitis,inflammation of gum tissue edges
SX_b3a4295191,gingivitis,gum inflammation is visible
SX_b3a4295191,gingivitis,gums show signs of inflammation
SX_b3a4295191,gingivitis,inflamed gum tissue exists
SX_b3a4295191,gingivitis,gum edge inflammation evident
SX_b3a4295191,gingivitis,gum inflammation is present
SX_2f3004d0e4,fluid retention,excess body water accumulation
SX_2f3004d0e4,fluid retention,water stored in tissues
SX_2f3004d0e4,fluid retention,fluid buildup in body
SX_2f3004d0e4,fluid retention,excess fluid in system
SX_2f3004d0e4,fluid retention,body holding onto water
SX_2f3004d0e4,fluid retention,extra liquid in circulation
SX_1623a88329,dysphoria,dysphoria
SX_57fd9e6502,on edge,on edge
SX_296d4e300b,scalp tenderness,scalp feels sensitive to touch
SX_296d4e300b,scalp tenderness,tender spot on scalp area
SX_296d4e300b,scalp tenderness,sensitive skin on head top
SX_296d4e300b,scalp tenderness,painful to comb hair now
SX_296d4e300b,scalp tenderness,scalp reacts strongly to touch
SX_296d4e300b,scalp tenderness,head feels fragile and sore
SX_fedcf9bd95,localized,localized
SX_ba85374784,jaw pain,jaw hurts a lot today
SX_ba85374784,jaw pain,pain in my jaw area
SX_ba85374784,jaw pain,jaw feels sore and tight
SX_ba85374784,jaw pain,aching sensation in my jaw
SX_ba85374784,jaw pain,my jaw is very sore
SX_ba85374784,jaw pain,tender spot on my jaw
SX_2bae0f394a,hoarse voice,harsh and rough sounding voice
SX_2bae0f394a,hoarse voice,tough and raspy vocal tone
SX_2bae0f394a,hoarse voice,harsh and coarse voiced sounds
SX_2bae0f394a,hoarse voice,deep and rough spoken voice
SX_2bae0f394a,hoarse voice,scratchy and rough vocalized
SX_2bae0f394a,hoarse voice,rough and harsh sounded voice
SX_b68dca981c,arrhythmia,unusual heart beat timing
SX_b68dca981c,arrhythmia,cardiac rhythm is off
SX_b68dca981c,arrhythmia,heart rate is abnormal
SX_b68dca981c,arrhythmia,cardiac arrhythmic condition exists
SX_b68dca981c,arrhythmia,abnormal heart rate pattern
SX_b68dca981c,arrhythmia,irregular cardiac timing exists
SX_7f0d15c798,hammertoe,hammertoe
SX_8c8c4367bb,goiter,goiter
SX_075c6c78ca,pins and needles feeling,tingling sensation in my hands
SX_075c6c78ca,pins and needles feeling,odd tingles in my fingers
SX_075c6c78ca,pins and needles feeling,prickly pins in my toes
SX_075c6c78ca,pins and needles feeling,tingly sensation all over me
SX_075c6c78ca,pins and needles feeling,pins and needles in my legs
SX_075c6c78ca,pins and needles feeling,numbness giving way to zaps
SX_c550891ef8,unsteady walk,unbalanced gait movement
SX_c550891ef8,unsteady walk,shaky foot placement
SX_c550891ef8,unsteady walk,uneven stride pattern
SX_c550891ef8,unsteady walk,trembling leg movement
SX_c550891ef8,unsteady walk,off balance walk
SX_c550891ef8,unsteady walk,uncoordinated stride
SX_4b64d7ca8c,toe stiffness,toe movement becomes difficult slowly
SX_4b64d7ca8c,toe stiffness,toes feel rigid and unyielding
SX_4b64d7ca8c,toe stiffness,toe flexibility is limited now
SX_4b64d7ca8c,toe stiffness,toes resist bending easily
SX_4b64d7ca8c,toe stiffness,toe stiffness develops gradually
SX_4b64d7ca8c,toe stiffness,toes stiffen over time slowly
SX_922909bfe8,shortness of breath at rest,can't catch own breath now
SX_922909bfe8,shortness of breath at rest,lungs feel tight and heavy
SX_922909bfe8,shortness of breath at rest,hard to breathe quietly
SX_922909bfe8,shortness of breath at rest,lungs don't expand fully now
SX_922909bfe8,shortness of breath at rest,breathing is labored always
SX_922909bfe8,shortness of breath at rest,can't take a deep breath
SX_98594f5312,hemifacial spasm,involuntary twitching of facial muscles
SX_98594f5312,hemifacial spasm,twitching of facial muscles on me
SX_5975135efe,acute hepatitis,inflammation of liver tissue suddenly
SX_5975135efe,acute hepatitis,sudden onset liver inflammation
SX_5975135efe,acute hepatitis,liver damage sudden severe
SX_5975135efe,acute hepatitis,liver cells damaged rapidly
SX_5975135efe,acute hepatitis,liver inflammation acute severe
SX_5975135efe,acute hepatitis,liver function disrupted sharply
SX_f9a513f3f4,brain abscess,infection in brain tissue
SX_f9a513f3f4,brain abscess,pocket of pus in brain
SX_f9a513f3f4,brain abscess,abscess formation in cerebral region
SX_f9a513f3f4,brain abscess,infected fluid in brain cavity
SX_f9a513f3f4,brain abscess,inflammation and pus in brain
SX_f9a513f3f4,brain abscess,brain tissue filled with pus
SX_eda95c6bf2,osteomyelitis,infection of bone tissue
SX_eda95c6bf2,osteomyelitis,bone marrow inflammation present
SX_eda95c6bf2,osteomyelitis,bone infection occurs
SX_eda95c6bf2,osteomyelitis,bone tissue infected deeply
SX_eda95c6bf2,osteomyelitis,bone infection develops slowly
SX_eda95c6bf2,osteomyelitis,bone infection is present
SX_84f5e4aa5b,hemangioma,small blood vessel tumor forms
SX_bafb3d9229,yellowing of the whites of the eyes,yellowing of the sclera visible
SX_bafb3d9229,yellowing of the whites of the eyes,scleral whites turn a shade yellow
SX_bafb3d9229,yellowing of the whites of the eyes,yellowish discoloration of eye whites
SX_bafb3d9229,yellowing of the whites of the eyes,white parts of eyes become yellowed
SX_bafb3d9229,yellowing of the whites of the eyes,yellow color appears in eye whites
SX_bafb3d9229,yellowing of the whites of the eyes,eye whites develop a yellow tone
SX_c36faf6ef6,liver cancer,cancer of the liver tissue
SX_c36faf6ef6,liver cancer,liver cell growth disorder
SX_c36faf6ef6,liver cancer,liver organ cancerous cells
SX_c36faf6ef6,liver cancer,liver tumor formation process
SX_c36faf6ef6,liver cancer,liver disease malignant form
SX_c36faf6ef6,liver cancer,tumor in liver area
SX_582bf2358c,racing heart,here is my heart beating fast
SX_582bf2358c,racing heart,my pulse is going very quickly
SX_582bf2358c,racing heart,heart beats rapidly all the time
SX_582bf2358c,racing heart,heartbeat is moving very swiftly
SX_582bf2358c,racing heart,pulses racing with speed now
SX_582bf2358c,racing heart,fast heartbeat is occurring here
SX_61c7314553,high blood calcium levels,calcium levels exceed acceptable limits
SX_61c7314553,high blood calcium levels,blood calcium concentration is elevated
SX_61c7314553,high blood calcium levels,serum calcium exceeds standard values
SX_61c7314553,high blood calcium levels,calcium in blood is high
SX_61c7314553,high blood calcium levels,total calcium is increased
SX_61c7314553,high blood calcium levels,calcium levels are too high
SX_f9916352d1,osteoarthritis,joint cartilage wears away slowly
SX_f9916352d1,osteoarthritis,bone growths appear in joints
SX_f9916352d1,osteoarthritis,joints lose cushioning gradually slow
SX_f9916352d1,osteoarthritis,joints lose flexibility slowly
SX_f9916352d1,osteoarthritis,bone spurs form in joints
SX_f9916352d1,osteoarthritis,joints become inflamed slightly
SX_d715d3995e,hypercalcemia,hypercalcemia
SX_a407386d1d,hyperhidrosis,surplus sweat on skin layer
SX_a407386d1d,hyperhidrosis,unusual sweat patterns noticed
SX_a407386d1d,hyperhidrosis,uncontrollable sweat on hands feet
SX_a407386d1d,hyperhidrosis,abnormal perspiration in certain areas
SX_a407386d1d,hyperhidrosis,unusual sweat patterns on skin
SX_a407386d1d,hyperhidrosis,sweat glands overactive condition found
SX_bf129dee97,hydrocephalus,fluid buildup in brain spaces
SX_bf129dee97,hydrocephalus,fluid buildup in cranial spaces
SX_bf129dee97,hydrocephalus,fluid filled cerebral spaces
SX_bf129dee97,hydrocephalus,brain cavity fluid excess
SX_bf129dee97,hydrocephalus,fluid buildup in brain chambers
SX_bf129dee97,hydrocephalus,fluid accumulation in cranial space
SX_3fddd8268a,hyperoxaluria,excessive oxalate production in urine
SX_3fddd8268a,hyperoxaluria,urine contains excessive oxalates
SX_3fddd8268a,hyperoxaluria,excess oxalate in body fluids
SX_3fddd8268a,hyperoxaluria,urine has high oxalate content
SX_3fddd8268a,hyperoxaluria,oxalate concentration is elevated
SX_3fddd8268a,hyperoxaluria,excessive oxalate excretion occurs
SX_aa8362b09c,piles,piles
SX_81d04416f6,hyperthyroidism,excessive thyroid hormone production
SX_81d04416f6,hyperthyroidism,thyroid hormones out of balance
SX_81d04416f6,hyperthyroidism,excess thyroid hormone release
SX_81d04416f6,hyperthyroidism,thyroid gland produces too much
SX_81d04416f6,hyperthyroidism,elevated thyroid hormone levels found
SX_81d04416f6,hyperthyroidism,unusually high thyroid activity seen
SX_fd9aed4ca7,brittle hair,hair breaks easily without force
SX_fd9aed4ca7,brittle hair,fragile and prone to damage
SX_fd9aed4ca7,brittle hair,tends to become brittle tips
SX_fd9aed4ca7,brittle hair,hair is easily damaged now
SX_fd9aed4ca7,brittle hair,hair is very easily broken
SX_fd9aed4ca7,brittle hair,becomes brittle and breaks off
SX_7dec17e775,hypertrophic cardiomyopathy,excessive muscle mass in heart
SX_7dec17e775,hypertrophic cardiomyopathy,abnormal muscle growth in heart
SX_7dec17e775,hypertrophic cardiomyopathy,unusual muscle growth in heart
SX_7dec17e775,hypertrophic cardiomyopathy,excessive growth of heart muscle
SX_7dec17e775,hypertrophic cardiomyopathy,heart muscle becomes abnormally dense
SX_7dec17e775,hypertrophic cardiomyopathy,excessively thickened heart muscle cells
SX_65cfe317ea,hyponatremia,hyponatremia
SX_181d510cd8,hypoplastic left heart,left ventricle is severely underdeveloped
SX_181d510cd8,hypoplastic left heart,small left ventricular outflow tract
